Region,Region name,Year,Symbol,Value,Label,Unit
AT,Austria,1966,R_PG,5.303357564673565,Average rate on permanent grassland,kg N/ha
AT,Austria,1967,Q,100.1,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,1967,Q_C,89.96273635968453,Quantity applied on cropland,Gg N
AT,Austria,1967,Q_PG,10.137263640315473,Quantity applied on permanent grassland,Gg N
AT,Austria,1967,R_C,54.32033532680147,Average rate on cropland,kg N/ha
AT,Austria,1967,R_PG,5.950145941371998,Average rate on permanent grassland,kg N/ha
AT,Austria,1968,Q,115.7,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,1968,Q_C,104.18350858479629,Quantity applied on cropland,Gg N
AT,Austria,1968,Q_PG,11.516491415203715,Quantity applied on permanent grassland,Gg N
AT,Austria,1968,R_C,62.31071087607434,Average rate on cropland,kg N/ha
AT,Austria,1968,R_PG,6.825396441180415,Average rate on permanent grassland,kg N/ha
AT,Austria,1969,Q,123.7,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,1969,Q_C,111.54617406511663,Quantity applied on cropland,Gg N
AT,Austria,1969,Q_PG,12.153825934883372,Quantity applied on permanent grassland,Gg N
AT,Austria,1969,R_C,66.39653218161705,Average rate on cropland,kg N/ha
AT,Austria,1969,R_PG,7.27294951521954,Average rate on permanent grassland,kg N/ha
AT,Austria,1970,Q,125.2,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,1970,Q_C,112.98630351778635,Quantity applied on cropland,Gg N
AT,Austria,1970,Q_PG,12.213696482213653,Quantity applied on permanent grassland,Gg N
AT,Austria,1970,R_C,67.38084226232162,Average rate on cropland,kg N/ha
AT,Austria,1970,R_PG,7.380768964354394,Average rate on permanent grassland,kg N/ha
AT,Austria,1971,Q,139.4,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,1971,Q_C,125.81996583559561,Quantity applied on cropland,Gg N
AT,Austria,1971,Q_PG,13.5800341644044,Quantity applied on permanent grassland,Gg N
AT,Austria,1971,R_C,75.59939516837437,Average rate on cropland,kg N/ha
AT,Austria,1971,R_PG,8.281013576684188,Average rate on permanent grassland,kg N/ha
AT,Austria,1972,Q,135.4,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,1972,Q_C,122.19914233271695,Quantity applied on cropland,Gg N
AT,Austria,1972,Q_PG,13.200857667283053,Quantity applied on permanent grassland,Gg N
AT,Austria,1972,R_C,74.15780770373773,Average rate on cropland,kg N/ha
AT,Austria,1972,R_PG,8.123104834953574,Average rate on permanent grassland,kg N/ha
AT,Austria,1973,Q,132.1,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,1973,Q_C,119.0321545293185,Quantity applied on cropland,Gg N
AT,Austria,1973,Q_PG,13.067845470681496,Quantity applied on permanent grassland,Gg N
AT,Austria,1973,R_C,74.08989720217187,Average rate on cropland,kg N/ha
AT,Austria,1973,R_PG,8.115666048119175,Average rate on permanent grassland,kg N/ha
AT,Austria,1974,Q,125.6,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,1974,Q_C,113.27089697367016,Quantity applied on cropland,Gg N
AT,Austria,1974,Q_PG,12.329103026329827,Quantity applied on permanent grassland,Gg N
AT,Austria,1974,R_C,70.5543736596569,Average rate on cropland,kg N/ha
AT,Austria,1974,R_PG,7.7283915416096205,Average rate on permanent grassland,kg N/ha
AT,Austria,1975,Q,121.4,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,1975,Q_C,109.42592630509583,Quantity applied on cropland,Gg N
AT,Austria,1975,Q_PG,11.974073694904181,Quantity applied on permanent grassland,Gg N
AT,Austria,1975,R_C,69.16434219194015,Average rate on cropland,kg N/ha
AT,Austria,1975,R_PG,7.576130145462943,Average rate on permanent grassland,kg N/ha
AT,Austria,1976,Q,143.2,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,1976,Q_C,129.30127266999347,Quantity applied on cropland,Gg N
AT,Austria,1976,Q_PG,13.898727330006526,Quantity applied on permanent grassland,Gg N
AT,Austria,1976,R_C,81.05070320689711,Average rate on cropland,kg N/ha
AT,Austria,1976,R_PG,8.878139463434383,Average rate on permanent grassland,kg N/ha
AT,Austria,1977,Q,142.3,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,1977,Q_C,128.43084558900293,Quantity applied on cropland,Gg N
AT,Austria,1977,Q_PG,13.869154410997083,Quantity applied on permanent grassland,Gg N
AT,Austria,1977,R_C,81.65542207599748,Average rate on cropland,kg N/ha
AT,Austria,1977,R_PG,8.944379215140644,Average rate on permanent grassland,kg N/ha
AT,Austria,1978,Q,152.2,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,1978,Q_C,137.82313272407006,Quantity applied on cropland,Gg N
AT,Austria,1978,Q_PG,14.376867275929921,Quantity applied on permanent grassland,Gg N
AT,Austria,1978,R_C,85.46030225204963,Average rate on cropland,kg N/ha
AT,Austria,1978,R_PG,9.361158533617607,Average rate on permanent grassland,kg N/ha
AT,Austria,1979,Q,156.9,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,1979,Q_C,142.16041772033464,Quantity applied on cropland,Gg N
AT,Austria,1979,Q_PG,14.739582279665363,Quantity applied on permanent grassland,Gg N
AT,Austria,1979,R_C,88.47474918991884,Average rate on cropland,kg N/ha
AT,Austria,1979,R_PG,9.691355302561222,Average rate on permanent grassland,kg N/ha
AT,Austria,1980,Q,159.7,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,1980,Q_C,145.01241867451816,Quantity applied on cropland,Gg N
AT,Austria,1980,Q_PG,14.687581325481837,Quantity applied on permanent grassland,Gg N
AT,Austria,1980,R_C,89.0348716026245,Average rate on cropland,kg N/ha
AT,Austria,1980,R_PG,9.752710043480635,Average rate on permanent grassland,kg N/ha
AT,Austria,1981,Q,161.5,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,1981,Q_C,146.2955447791444,Quantity applied on cropland,Gg N
AT,Austria,1981,Q_PG,15.204455220855607,Quantity applied on permanent grassland,Gg N
AT,Austria,1981,R_C,92.0825160177996,Average rate on cropland,kg N/ha
AT,Austria,1981,R_PG,10.08654320077989,Average rate on permanent grassland,kg N/ha
AT,Austria,1982,Q,149.7,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,1982,Q_C,135.9502148482394,Quantity applied on cropland,Gg N
AT,Austria,1982,Q_PG,13.749785151760598,Quantity applied on permanent grassland,Gg N
AT,Austria,1982,R_C,83.20086588019548,Average rate on cropland,kg N/ha
AT,Austria,1982,R_PG,9.113664182250014,Average rate on permanent grassland,kg N/ha
AT,Austria,1983,Q,154.2,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,1983,Q_C,139.0319807987501,Quantity applied on cropland,Gg N
AT,Austria,1983,Q_PG,15.168019201249871,Quantity applied on permanent grassland,Gg N
AT,Austria,1983,R_C,91.70974986724941,Average rate on cropland,kg N/ha
AT,Austria,1983,R_PG,10.04571110752359,Average rate on permanent grassland,kg N/ha
AT,Austria,1984,Q,161.1,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,1984,Q_C,145.29734211303713,Quantity applied on cropland,Gg N
AT,Austria,1984,Q_PG,15.802657886962855,Quantity applied on permanent grassland,Gg N
AT,Austria,1984,R_C,95.46474514654213,Average rate on cropland,kg N/ha
AT,Austria,1984,R_PG,10.457026129541328,Average rate on permanent grassland,kg N/ha
AT,Austria,1985,Q,165.0,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,1985,Q_C,148.83096795843204,Quantity applied on cropland,Gg N
AT,Austria,1985,Q_PG,16.16903204156797,Quantity applied on permanent grassland,Gg N
AT,Austria,1985,R_C,97.5940773497915,Average rate on cropland,kg N/ha
AT,Austria,1985,R_PG,10.690269118392047,Average rate on permanent grassland,kg N/ha
AT,Austria,1986,Q,138.0,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,1986,Q_C,124.36958910344538,Quantity applied on cropland,Gg N
AT,Austria,1986,Q_PG,13.630410896554624,Quantity applied on permanent grassland,Gg N
AT,Austria,1986,R_C,82.2006537365799,Average rate on cropland,kg N/ha
AT,Austria,1986,R_PG,9.004102851469563,Average rate on permanent grassland,kg N/ha
AT,Austria,1987,Q,146.0,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,1987,Q_C,131.56911894817478,Quantity applied on cropland,Gg N
AT,Austria,1987,Q_PG,14.430881051825214,Quantity applied on permanent grassland,Gg N
AT,Austria,1987,R_C,86.95910042840369,Average rate on cropland,kg N/ha
AT,Austria,1987,R_PG,9.525334027607402,Average rate on permanent grassland,kg N/ha
AT,Austria,1988,Q,141.0,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,1988,Q_C,127.04393161000837,Quantity applied on cropland,Gg N
AT,Austria,1988,Q_PG,13.956068389991623,Quantity applied on permanent grassland,Gg N
AT,Austria,1988,R_C,84.02582365607797,Average rate on cropland,kg N/ha
AT,Austria,1988,R_PG,9.204028483803748,Average rate on permanent grassland,kg N/ha
AT,Austria,1989,Q,132.0,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,1989,Q_C,118.83847754327533,Quantity applied on cropland,Gg N
AT,Austria,1989,Q_PG,13.161522456724665,Quantity applied on permanent grassland,Gg N
AT,Austria,1989,R_C,79.17419119430853,Average rate on cropland,kg N/ha
AT,Austria,1989,R_PG,8.672589916133807,Average rate on permanent grassland,kg N/ha
AT,Austria,1990,Q,135.0,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,1990,Q_C,121.26326655103365,Quantity applied on cropland,Gg N
AT,Austria,1990,Q_PG,13.736733448966351,Quantity applied on permanent grassland,Gg N
AT,Austria,1990,R_C,82.56369357522617,Average rate on cropland,kg N/ha
AT,Austria,1990,R_PG,9.04386954306824,Average rate on permanent grassland,kg N/ha
AT,Austria,1991,Q,132.0,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,1991,Q_C,118.8784692261681,Quantity applied on cropland,Gg N
AT,Austria,1991,Q_PG,13.121530773831912,Quantity applied on permanent grassland,Gg N
AT,Austria,1991,R_C,79.17883450153339,Average rate on cropland,kg N/ha
AT,Austria,1991,R_PG,8.673098535152297,Average rate on permanent grassland,kg N/ha
AT,Austria,1992,Q,124.0,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,1992,Q_C,111.44256067891115,Quantity applied on cropland,Gg N
AT,Austria,1992,Q_PG,12.557439321088854,Quantity applied on permanent grassland,Gg N
AT,Austria,1992,R_C,76.07161917313876,Average rate on cropland,kg N/ha
AT,Austria,1992,R_PG,8.332740093622332,Average rate on permanent grassland,kg N/ha
AT,Austria,1993,Q,124.0,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,1993,Q_C,111.36746761698161,Quantity applied on cropland,Gg N
AT,Austria,1993,Q_PG,12.632532383018386,Quantity applied on permanent grassland,Gg N
AT,Austria,1993,R_C,76.83242704465727,Average rate on cropland,kg N/ha
AT,Austria,1993,R_PG,8.416077536987599,Average rate on permanent grassland,kg N/ha
AT,Austria,1994,Q,124.0,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,1994,Q_C,111.35467263507287,Quantity applied on cropland,Gg N
AT,Austria,1994,Q_PG,12.645327364927127,Quantity applied on permanent grassland,Gg N
AT,Austria,1994,R_C,77.21375259742834,Average rate on cropland,kg N/ha
AT,Austria,1994,R_PG,8.457847210840162,Average rate on permanent grassland,kg N/ha
AT,Austria,1995,Q,125.0,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,1995,Q_C,111.85664915085697,Quantity applied on cropland,Gg N
AT,Austria,1995,Q_PG,13.143350849143031,Quantity applied on permanent grassland,Gg N
AT,Austria,1995,R_C,80.57810725495676,Average rate on cropland,kg N/ha
AT,Austria,1995,R_PG,8.826372204111902,Average rate on permanent grassland,kg N/ha
AT,Austria,1996,Q,133.0,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,1996,Q_C,119.05183250501948,Quantity applied on cropland,Gg N
AT,Austria,1996,Q_PG,13.94816749498053,Quantity applied on permanent grassland,Gg N
AT,Austria,1996,R_C,85.61569771381232,Average rate on cropland,kg N/ha
AT,Austria,1996,R_PG,9.378180256155806,Average rate on permanent grassland,kg N/ha
AT,Austria,1997,Q,127.0,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,1997,Q_C,113.95437555748703,Quantity applied on cropland,Gg N
AT,Austria,1997,Q_PG,13.04562444251298,Quantity applied on permanent grassland,Gg N
AT,Austria,1997,R_C,80.16740124017413,Average rate on cropland,kg N/ha
AT,Austria,1997,R_PG,8.781384250479928,Average rate on permanent grassland,kg N/ha
AT,Austria,1998,Q,128.0,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,1998,Q_C,114.90881255080404,Quantity applied on cropland,Gg N
AT,Austria,1998,Q_PG,13.091187449195957,Quantity applied on permanent grassland,Gg N
AT,Austria,1998,R_C,80.53955596530501,Average rate on cropland,kg N/ha
AT,Austria,1998,R_PG,8.822149369361787,Average rate on permanent grassland,kg N/ha
AT,Austria,1999,Q,122.0,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,1999,Q_C,109.28155726354153,Quantity applied on cropland,Gg N
AT,Austria,1999,Q_PG,12.718442736458478,Quantity applied on permanent grassland,Gg N
AT,Austria,1999,R_C,78.33610146399117,Average rate on cropland,kg N/ha
AT,Austria,1999,R_PG,8.580787165334286,Average rate on permanent grassland,kg N/ha
AT,Austria,2000,Q,118.0,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,2000,Q_C,105.72478065896814,Quantity applied on cropland,Gg N
AT,Austria,2000,Q_PG,12.275219341031864,Quantity applied on permanent grassland,Gg N
AT,Austria,2000,R_C,76.2232859323548,Average rate on cropland,kg N/ha
AT,Austria,2000,R_PG,8.349353381194303,Average rate on permanent grassland,kg N/ha
AT,Austria,2001,Q,120.0,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,2001,Q_C,107.5631460183787,Quantity applied on cropland,Gg N
AT,Austria,2001,Q_PG,12.4368539816213,Quantity applied on permanent grassland,Gg N
AT,Austria,2001,R_C,77.8678259947416,Average rate on cropland,kg N/ha
AT,Austria,2001,R_PG,8.529493163446473,Average rate on permanent grassland,kg N/ha
AT,Austria,2002,Q,117.0,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,2002,Q_C,105.04767491708061,Quantity applied on cropland,Gg N
AT,Austria,2002,Q_PG,11.952325082919382,Quantity applied on permanent grassland,Gg N
AT,Austria,2002,R_C,75.44993392651944,Average rate on cropland,kg N/ha
AT,Austria,2002,R_PG,8.264641877277956,Average rate on permanent grassland,kg N/ha
AT,Austria,2003,Q,101.0,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,2003,Q_C,90.67989116756786,Quantity applied on cropland,Gg N
AT,Austria,2003,Q_PG,10.320108832432137,Quantity applied on permanent grassland,Gg N
AT,Austria,2003,R_C,65.6915309621905,Average rate on cropland,kg N/ha
AT,Austria,2003,R_PG,7.195725026099662,Average rate on permanent grassland,kg N/ha
AT,Austria,2004,Q,99.0,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,2004,Q_C,89.00477843900501,Quantity applied on cropland,Gg N
AT,Austria,2004,Q_PG,9.995221560994992,Quantity applied on permanent grassland,Gg N
AT,Austria,2004,R_C,64.16483965081389,Average rate on cropland,kg N/ha
AT,Austria,2004,R_PG,7.02849417129245,Average rate on permanent grassland,kg N/ha
AT,Austria,2005,Q,97.0,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,2005,Q_C,87.28127395547261,Quantity applied on cropland,Gg N
AT,Austria,2005,Q_PG,9.718726044527383,Quantity applied on permanent grassland,Gg N
AT,Austria,2005,R_C,62.92080233832639,Average rate on cropland,kg N/ha
AT,Austria,2005,R_PG,6.892224696494847,Average rate on permanent grassland,kg N/ha
AT,Austria,2006,Q,103.0,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,2006,Q_C,92.74374433031404,Quantity applied on cropland,Gg N
AT,Austria,2006,Q_PG,10.25625566968596,Quantity applied on permanent grassland,Gg N
AT,Austria,2006,R_C,66.9707907805565,Average rate on cropland,kg N/ha
AT,Austria,2006,R_PG,7.335852707020929,Average rate on permanent grassland,kg N/ha
AT,Austria,2007,Q,111.0,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,2007,Q_C,100.18396395764218,Quantity applied on cropland,Gg N
AT,Austria,2007,Q_PG,10.816036042357823,Quantity applied on permanent grassland,Gg N
AT,Austria,2007,R_C,71.23745351057505,Average rate on cropland,kg N/ha
AT,Austria,2007,R_PG,7.803214805827735,Average rate on permanent grassland,kg N/ha
AT,Austria,2008,Q,87.0,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,2008,Q_C,78.6759533794692,Quantity applied on cropland,Gg N
AT,Austria,2008,Q_PG,8.32404662053079,Quantity applied on permanent grassland,Gg N
AT,Austria,2008,R_C,55.30329258011539,Average rate on cropland,kg N/ha
AT,Austria,2008,R_PG,6.057817204374348,Average rate on permanent grassland,kg N/ha
AT,Austria,2009,Q,91.0,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,2009,Q_C,82.35220555905731,Quantity applied on cropland,Gg N
AT,Austria,2009,Q_PG,8.64779444094269,Quantity applied on permanent grassland,Gg N
AT,Austria,2009,R_C,57.96037533677694,Average rate on cropland,kg N/ha
AT,Austria,2009,R_PG,6.34886898241149,Average rate on permanent grassland,kg N/ha
AT,Austria,2010,Q,117.0,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,2010,Q_C,105.7112659644229,Quantity applied on cropland,Gg N
AT,Austria,2010,Q_PG,11.288734035577093,Quantity applied on permanent grassland,Gg N
AT,Austria,2010,R_C,76.33331584634139,Average rate on cropland,kg N/ha
AT,Austria,2010,R_PG,8.36140584814243,Average rate on permanent grassland,kg N/ha
AT,Austria,2011,Q,98.0,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,2011,Q_C,88.61101518465057,Quantity applied on cropland,Gg N
AT,Austria,2011,Q_PG,9.388984815349431,Quantity applied on permanent grassland,Gg N
AT,Austria,2011,R_C,64.33078292792602,Average rate on cropland,kg N/ha
AT,Austria,2011,R_PG,7.0466712814090595,Average rate on permanent grassland,kg N/ha
AT,Austria,2012,Q,106.0,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,2012,Q_C,95.9252535972603,Quantity applied on cropland,Gg N
AT,Austria,2012,Q_PG,10.074746402739702,Quantity applied on permanent grassland,Gg N
AT,Austria,2012,R_C,69.95346833564646,Average rate on cropland,kg N/ha
AT,Austria,2012,R_PG,7.66256951835998,Average rate on permanent grassland,kg N/ha
AT,Austria,2013,Q,108.558,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,2013,Q_C,98.35477218342402,Quantity applied on cropland,Gg N
AT,Austria,2013,Q_PG,10.203227816575987,Quantity applied on permanent grassland,Gg N
AT,Austria,2013,R_C,71.81231853352249,Average rate on cropland,kg N/ha
AT,Austria,2013,R_PG,7.866184424158498,Average rate on permanent grassland,kg N/ha
AT,Austria,2014,Q,115.715,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,2014,Q_C,104.8815641530945,Quantity applied on cropland,Gg N
AT,Austria,2014,Q_PG,10.8334358469055,Quantity applied on permanent grassland,Gg N
AT,Austria,2014,R_C,76.24784625376844,Average rate on cropland,kg N/ha
AT,Austria,2014,R_PG,8.352043671964768,Average rate on permanent grassland,kg N/ha
AT,Austria,2015,Q,120.426,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,2015,Q_C,108.89971174807258,Quantity applied on cropland,Gg N
AT,Austria,2015,Q_PG,11.526288251927427,Quantity applied on permanent grassland,Gg N
AT,Austria,2015,R_C,80.518418327933,Average rate on cropland,kg N/ha
AT,Austria,2015,R_PG,8.819833992874086,Average rate on permanent grassland,kg N/ha
AT,Austria,2016,Q,117.84,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,2016,Q_C,106.82498286682814,Quantity applied on cropland,Gg N
AT,Austria,2016,Q_PG,11.015017133171867,Quantity applied on permanent grassland,Gg N
AT,Austria,2016,R_C,79.88400257410683,Average rate on cropland,kg N/ha
AT,Austria,2016,R_PG,8.75034130104771,Average rate on permanent grassland,kg N/ha
AT,Austria,2017,Q,112.59199999999998,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,2017,Q_C,102.02285047957923,Quantity applied on cropland,Gg N
AT,Austria,2017,Q_PG,10.569149520420758,Quantity applied on permanent grassland,Gg N
AT,Austria,2017,R_C,76.65044523197099,Average rate on cropland,kg N/ha
AT,Austria,2017,R_PG,8.396143596270095,Average rate on permanent grassland,kg N/ha
AT,Austria,2018,Q,103.294,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,2018,Q_C,93.54155555704142,Quantity applied on cropland,Gg N
AT,Austria,2018,Q_PG,9.75244444295858,Quantity applied on permanent grassland,Gg N
AT,Austria,2018,R_C,70.72747028590402,Average rate on cropland,kg N/ha
AT,Austria,2018,R_PG,7.747352215948857,Average rate on permanent grassland,kg N/ha
AT,Austria,2019,Q,104.953,Total quantity of synthetic N fertilizer applied,Gg N
AT,Austria,2019,Q_C,95.04345434056748,Quantity applied on cropland,Gg N
AT,Austria,2019,Q_PG,9.909545659432519,Quantity applied on permanent grassland,Gg N
AT,Austria,2019,R_C,71.86681249749302,Average rate on cropland,kg N/ha
AT,Austria,2019,R_PG,7.872153589050388,Average rate on permanent grassland,kg N/ha
BE,Belgium,2000,Q,162.844,Total quantity of synthetic N fertilizer applied,Gg N
BE,Belgium,2000,Q_C,97.43259054809486,Quantity applied on cropland,Gg N
BE,Belgium,2000,Q_PG,65.41140945190513,Quantity applied on permanent grassland,Gg N
BE,Belgium,2000,R_C,110.57251457370472,Average rate on cropland,kg N/ha
BE,Belgium,2000,R_PG,129.0165866901482,Average rate on permanent grassland,kg N/ha
BE,Belgium,2001,Q,150.01500000000001,Total quantity of synthetic N fertilizer applied,Gg N
BE,Belgium,2001,Q_C,88.12752616761527,Quantity applied on cropland,Gg N
BE,Belgium,2001,Q_PG,61.88747383238475,Quantity applied on permanent grassland,Gg N
BE,Belgium,2001,R_C,101.8044286097967,Average rate on cropland,kg N/ha
BE,Belgium,2001,R_PG,118.78593825793618,Average rate on permanent grassland,kg N/ha
BE,Belgium,2002,Q,155.741,Total quantity of synthetic N fertilizer applied,Gg N
BE,Belgium,2002,Q_C,89.83978564332259,Quantity applied on cropland,Gg N
BE,Belgium,2002,Q_PG,65.90121435667743,Quantity applied on permanent grassland,Gg N
BE,Belgium,2002,R_C,105.3732235309778,Average rate on cropland,kg N/ha
BE,Belgium,2002,R_PG,122.95002678484595,Average rate on permanent grassland,kg N/ha
BE,Belgium,2003,Q,146.763,Total quantity of synthetic N fertilizer applied,Gg N
BE,Belgium,2003,Q_C,84.49970259279424,Quantity applied on cropland,Gg N
BE,Belgium,2003,Q_PG,62.263297407205776,Quantity applied on permanent grassland,Gg N
BE,Belgium,2003,R_C,99.55634990207834,Average rate on cropland,kg N/ha
BE,Belgium,2003,R_PG,116.1628682970257,Average rate on permanent grassland,kg N/ha
BE,Belgium,2004,Q,149.229,Total quantity of synthetic N fertilizer applied,Gg N
BE,Belgium,2004,Q_C,86.86243843078965,Quantity applied on cropland,Gg N
BE,Belgium,2004,Q_PG,62.36656156921036,Quantity applied on permanent grassland,Gg N
BE,Belgium,2004,R_C,100.85038712503153,Average rate on cropland,kg N/ha
BE,Belgium,2004,R_PG,117.6727576777554,Average rate on permanent grassland,kg N/ha
BE,Belgium,2005,Q,139.625,Total quantity of synthetic N fertilizer applied,Gg N
BE,Belgium,2005,Q_C,82.08921213056752,Quantity applied on cropland,Gg N
BE,Belgium,2005,Q_PG,57.53578786943248,Quantity applied on permanent grassland,Gg N
BE,Belgium,2005,R_C,95.01066218815686,Average rate on cropland,kg N/ha
BE,Belgium,2005,R_PG,110.85893616460979,Average rate on permanent grassland,kg N/ha
BE,Belgium,2006,Q,139.4,Total quantity of synthetic N fertilizer applied,Gg N
BE,Belgium,2006,Q_C,81.83666154063735,Quantity applied on cropland,Gg N
BE,Belgium,2006,Q_PG,57.56333845936266,Quantity applied on permanent grassland,Gg N
BE,Belgium,2006,R_C,95.42387942544406,Average rate on cropland,kg N/ha
BE,Belgium,2006,R_PG,111.34108019219083,Average rate on permanent grassland,kg N/ha
BE,Belgium,2007,Q,146.101,Total quantity of synthetic N fertilizer applied,Gg N
BE,Belgium,2007,Q_C,86.29072878433824,Quantity applied on cropland,Gg N
BE,Belgium,2007,Q_PG,59.81027121566175,Quantity applied on permanent grassland,Gg N
BE,Belgium,2007,R_C,101.10425904388417,Average rate on cropland,kg N/ha
BE,Belgium,2007,R_PG,117.96897675672929,Average rate on permanent grassland,kg N/ha
BE,Belgium,2008,Q,141.01,Total quantity of synthetic N fertilizer applied,Gg N
BE,Belgium,2008,Q_C,84.22429306699556,Quantity applied on cropland,Gg N
BE,Belgium,2008,Q_PG,56.785706933004434,Quantity applied on permanent grassland,Gg N
BE,Belgium,2008,R_C,97.33536700219064,Average rate on cropland,kg N/ha
BE,Belgium,2008,R_PG,113.57141386600887,Average rate on permanent grassland,kg N/ha
BE,Belgium,2009,Q,146.268,Total quantity of synthetic N fertilizer applied,Gg N
BE,Belgium,2009,Q_C,87.07341612754038,Quantity applied on cropland,Gg N
